,P_NAME,P_RADIUS,P_MASS,P_ESCAPE,P_TEMP_SURF
1305,Kepler-1866 b,2.08506,4.9898996,1.5469869,980.6722
1306,Kepler-844 b,1.6815,3.4643252,1.4353602,980.87257
1307,K2-32 e,1.21068,2.1008431,1.3172922,981.44684
1308,Kepler-1366 b,1.43488,2.6347941,1.3550819,981.49795
1309,K2-46 b,2.05143,4.8627684,1.5396196,981.63715
1310,Kepler-946 b,1.92812,4.3860264,1.5082335,981.83127
1311,Kepler-1530 c,1.64787,3.3689768,1.4298403,982.07599
1312,Kepler-909 b,1.46851,2.7619253,1.3714106,982.2042
1313,Kepler-306 b,1.52456,2.9240176,1.3848978,982.28094
1314,Kepler-134 c,1.25552,2.1262693,1.3013596,982.48699
1315,Kepler-1958 b,2.05143,4.8627684,1.5396196,982.8423
1316,Kepler-212 b,1.08737,1.3221645,1.1026916,983.5465
1317,Kepler-1286 b,2.15232,5.2759448,1.5656573,983.86133
1318,Kepler-960 b,2.28684,5.8480353,1.5991423,984.51095
1319,Kepler-1188 b,2.08506,4.9898996,1.5469869,984.69977
1320,K2-352 c,1.91691,4.3542436,1.5071466,985.61903
1321,Kepler-1602 b,1.3452,2.3582838,1.3240507,985.64059
1322,K2-393 b,2.3541,6.1340805,1.6142183,986.3348
1323,Kepler-830 b,1.70392,3.5278908,1.4389078,986.6669
1324,Kepler-948 b,1.84965,4.0681984,1.4830517,987.36973
1325,Kepler-1212 b,2.14111,5.2123792,1.5602655,987.65915
1326,K2-279 b,1.21068,1.9260377,1.261298,987.83252
1327,Kepler-518 b,2.10748,5.085248,1.5533679,987.93463
1328,Kepler-377 b,1.39004,2.5108412,1.3439898,988.0012
1329,Kepler-529 c,1.99538,4.6720716,1.5301779,988.59063
1330,Kepler-1939 b,1.16584,1.6781319,1.1997578,988.77502
1331,Kepler-764 b,1.63666,3.337194,1.427945,988.78401
1332,Kepler-1017 b,1.99538,4.608506,1.5197329,989.81074
1333,Kepler-1406 b,1.09858,1.3666604,1.1153585,989.83349
1334,Kepler-544 b,2.11869,5.1488136,1.5589058,989.99954
1335,Kepler-1491 b,1.51335,2.8890565,1.3816827,990.41876
1336,Kepler-272 d,2.25321,5.6891213,1.5889922,990.71793
1337,Kepler-602 b,2.08506,5.0216824,1.5519058,992.15611
1338,K2-331 b,1.7936,3.8457188,1.4642862,992.44618
1339,Kepler-84 c,2.36531,20.340992,2.9325271,992.82642
1340,Kepler-1713 b,1.71513,3.5914564,1.4470608,993.02418
1341,K2-247 b,2.11869,5.1488136,1.5589058,993.19364
1342,Kepler-112 b,2.36531,6.1658633,1.6145552,993.26224
1343,Kepler-154 f,1.50214,2.8572737,1.3791793,993.60014
1344,Kepler-624 b,2.30926,5.9433837,1.6042811,993.70372
1345,Kepler-348 c,1.33399,2.3296793,1.321514,993.75923
1346,Kepler-1869 b,1.121,1.4556523,1.1395307,993.99106
1347,Kepler-387 c,0.88559,0.63883429,0.84933252,994.50663
1348,Kepler-128 c,1.3452,0.89945325,0.81770352,994.70728
1349,Kepler-246 b,2.34289,6.0705149,1.6096699,994.76168
1350,Kepler-523 b,1.96175,4.5131576,1.5167654,994.79686
1351,Kepler-260 b,2.00659,4.7038544,1.5310791,996.41461
1352,Kepler-1872 b,2.38773,6.2612117,1.6193346,997.11269
1353,Kepler-1276 b,1.18826,1.8116196,1.2347464,997.4091
1354,Kepler-1224 b,1.33399,2.3296793,1.321514,997.83276
1355,Kepler-1401 b,1.6815,3.4643252,1.4353602,998.77672
1356,HD 63433 b,2.15232,5.2759448,1.5656573,999.66911
1357,HD 158259 f,2.3541,6.140437,1.6150545,1001.3383
1358,Kepler-499 b,2.17474,5.3395104,1.5669208,1002.0056
1359,K2-215 b,2.11869,5.1488136,1.5589058,1002.0443
1360,Kepler-804 c,1.14342,1.5541789,1.1658633,1002.7957
1361,K2-177 b,2.11869,5.1170308,1.5540869,1002.9513
1362,Kepler-1150 b,1.02011,1.0424758,1.010903,1003.319
1363,Kepler-716 c,1.39004,2.5203761,1.3465393,1003.672
1364,Kepler-1759 b,0.90801,0.67697365,0.8634567,1004.5975
1365,K2-138 d,2.38773,7.9202738,1.8212832,1004.6211
1366,Kepler-382 c,1.59182,3.1560321,1.4080683,1004.8121
1367,Kepler-1739 b,2.43257,6.4836913,1.6325951,1005.4358
1368,Kepler-303 b,0.88559,0.63883429,0.84933252,1005.4607
1369,Kepler-1254 c,1.30036,2.2406874,1.3126799,1007.6611
1370,Kepler-355 b,1.4573,2.7301425,1.3687312,1007.9074
1371,Kepler-1073 b,2.29805,5.9116009,1.6038835,1008.2606
1372,HD 28109 b,2.19716,18.494411,2.9012785,1008.3739
1373,Kepler-1689 b,0.94164,0.79774829,0.92042942,1009.1815
1374,Kepler-250 b,1.13221,1.5065047,1.153511,1009.4855
1375,Kepler-1142 b,1.46851,2.7619253,1.3714106,1009.6776
1376,L 168-9 b,1.39004,4.5989712,1.818933,1010.6071
1377,K2-64 b,2.07385,4.926334,1.5412506,1010.7073
1378,Kepler-1940 b,1.54698,3.0130095,1.3955902,1010.7438
1379,Kepler-876 b,1.43488,2.6347941,1.3550819,1010.845
1380,Kepler-919 b,2.25321,5.6891213,1.5889922,1011.3145
1381,Kepler-1961 b,1.61424,3.2418456,1.4171379,1012.2366
1382,Kepler-1103 b,2.27563,5.7844697,1.59434,1012.4401
1383,K2-169 b,1.27794,2.1644087,1.3014108,1012.5154
1384,Kepler-402 e,1.4573,2.7301425,1.3687312,1012.5597
1385,Kepler-1079 b,1.62545,3.3054112,1.4260211,1012.9999
1386,Kepler-495 c,1.22189,1.9768902,1.2719652,1013.0632
1387,Kepler-1951 b,2.32047,6.0069493,1.6089369,1013.4324
1388,Kepler-1694 b,1.17705,1.7575889,1.2219718,1013.5555
1389,K2-130 b,1.25552,2.0976648,1.2925764,1013.5733
1390,Kepler-127 b,1.40125,2.542624,1.3470486,1013.6271
1391,HD 215497 b,2.39894,6.3565601,1.6278013,1014.5794
1392,Kepler-1263 b,1.14342,1.5541789,1.1658633,1014.8934
1393,Kepler-1130 b,0.79591,0.43542436,0.7396468,1015.5756
1394,Kepler-920 b,2.42136,6.4519085,1.6323543,1015.6967
1395,Kepler-1895 b,2.11869,5.1488136,1.5589058,1016.3263
1396,Kepler-274 b,1.53577,2.9875832,1.3947518,1016.3892
1397,Kepler-1059 b,1.72634,3.655022,1.4550631,1016.8207
1398,Kepler-520 b,1.65908,3.4007596,1.4317075,1016.9263
1399,EPIC 201754305 d,1.03132,1.0806152,1.0236201,1017.0023
1400,Kepler-1136 b,1.63666,3.337194,1.427945,1018.322
1401,Kepler-1300 b,1.36762,2.4504539,1.3385683,1019.9332
1402,Kepler-674 b,1.69271,3.496108,1.4371468,1020.0975
1403,Kepler-316 b,1.06495,1.1982116,1.0607234,1021.6187
1404,Kepler-11 b,1.80481,1.906968,1.0279121,1021.8685
1405,Kepler-907 b,1.19947,1.8688287,1.2482169,1021.8865
1406,Kepler-200 b,2.1299,5.1805964,1.5595894,1021.9408
1407,Kepler-326 d,1.21068,6.9922161,2.4032156,1023.1722
1408,Kepler-339 b,1.42367,2.6030113,1.3521764,1024.5647
1409,Kepler-1152 b,0.87438,0.59116009,0.82224728,1024.6329
1410,Kepler-1260 b,1.77118,3.7821532,1.461296,1024.9133
1411,Kepler-1145 b,1.40125,2.542624,1.3470486,1026.2871
1412,Kepler-1137 b,2.19716,5.4666417,1.577355,1026.677
1413,Kepler-23 d,2.19716,17.48054,2.820633,1027.0364
1414,Kepler-1534 b,1.89449,4.2271124,1.4937425,1028.0336
1415,K2-35 b,1.32278,2.3010747,1.3189294,1028.2034
1416,Kepler-394 b,1.60303,3.17828,1.4080733,1029.6312
1417,Kepler-1576 b,1.04253,1.1187546,1.0359126,1029.7989
1418,Kepler-82 e,2.4662,6.6743881,1.6450973,1030.5058
1419,Kepler-110 b,1.82723,4.0046328,1.4804193,1031.0479
1420,Kepler-1430 b,1.17705,1.7575889,1.2219718,1031.6537
1421,Kepler-255 b,1.54698,3.0225443,1.3977966,1031.6929
1422,Kepler-136 c,1.99538,4.608506,1.5197329,1032.2738
1423,Kepler-1245 b,1.43488,2.6665769,1.3632304,1032.2812
1424,Kepler-1484 b,2.10748,5.085248,1.5533679,1033.1939
1425,Kepler-1826 b,1.47972,2.7778167,1.3701308,1033.4297
1426,Kepler-317 b,2.08506,109.65066,7.2518088,1033.4889
1427,Kepler-1595 b,1.2331,2.0404558,1.2863657,1033.7979
1428,Kepler-583 b,2.27563,5.8162525,1.5987141,1034.2157
1430,Kepler-211 b,1.25552,2.1262693,1.3013596,1035.3808
1431,Kepler-1180 b,1.99538,4.608506,1.5197329,1036.2432
1432,HD 189567 b,2.84734,8.4987208,1.7276554,1038.3177
1433,Kepler-1032 b,1.87207,4.1635468,1.4913195,1038.645
1434,K2-375 b,2.242,5.6573385,1.5885039,1040.7617
1435,Kepler-226 c,2.27563,45.131576,4.4533766,1041.1342
1436,Kepler-376 c,1.7936,3.8457188,1.4642862,1042.0098
1438,Kepler-1191 b,1.51335,2.8890565,1.3816827,1042.6815
1439,HD 15337 b,1.63666,7.5102757,2.1421442,1043.3142
1440,Kepler-1143 b,1.67029,3.4325424,1.4335473,1043.5993
1441,Kepler-342 b,2.25321,5.6891213,1.5889922,1043.7963
1442,EPIC 228836835 b,1.09858,1.3666604,1.1153585,1044.5794
1443,Kepler-181 c,1.99538,4.608506,1.5197329,1045.0154
1444,Kepler-861 b,2.27563,5.8162525,1.5987141,1045.7557
1445,HD 20781 b,1.21068,1.9387508,1.2654539,1045.8532
1446,Kepler-758 d,2.11869,5.1488136,1.5589058,1045.8911
1447,Kepler-1693 c,0.97527,0.89309669,0.95694462,1046.6032
1448,Kepler-647 b,1.16584,1.7067364,1.2099398,1046.9721
1449,K2-165 c,1.55819,3.0352574,1.3956855,1047.822
1450,K2-49 b,1.92812,4.3860264,1.5082335,1048.3142
1451,HD 219134 b,1.60303,4.7388155,1.7193491,1048.4044
1452,Kepler-1303 b,1.42367,2.6030113,1.3521764,1048.6988
1453,K2-158 c,1.27794,2.1834784,1.3071313,1050.3294
1454,Kepler-883 b,1.78239,3.813936,1.4628013,1050.3753
1455,K2-250 b,2.44378,6.5154741,1.6328337,1050.9072
1456,Kepler-1127 b,1.96175,4.5131576,1.5167654,1051.1951
1457,Kepler-1075 b,1.42367,2.6030113,1.3521764,1051.209
1458,Kepler-1809 b,1.51335,2.8985914,1.3839609,1051.904
1459,Kepler-190 c,1.4573,2.7301425,1.3687312,1052.2392
1460,Kepler-270 b,2.00659,4.7038544,1.5310791,1052.6375
1461,Kepler-271 d,0.66139,0.21930132,0.57582672,1052.94
1462,Kepler-1363 b,1.25552,2.0976648,1.2925764,1053.2159
1463,Kepler-866 b,1.62545,3.3054112,1.4260211,1053.9178
1464,Kepler-192 d,1.02011,1.0424758,1.010903,1054.5872
1466,Kepler-392 c,1.09858,1.3666604,1.1153585,1055.5511
1467,Kepler-621 b,2.29805,5.9116009,1.6038835,1055.6984
1468,Kepler-1390 b,1.17705,1.7575889,1.2219718,1055.7029
1469,Kepler-389 b,1.51335,2.8890565,1.3816827,1055.793
1470,Kepler-1972 c,0.86317,2.1103779,1.5636226,1056.0759
1471,Kepler-347 b,1.97296,4.5449404,1.5177665,1056.2686
1472,K2-192 b,1.52456,2.9240176,1.3848978,1056.5077
1473,K2-386 b,2.32047,6.0069493,1.6089369,1057.117
1474,K2-12 b,2.33168,6.0387321,1.6093052,1058.9697
1475,HD 108236 c,2.07385,4.926334,1.5412506,1059.8478
1476,Kepler-48 b,1.88328,3.9410672,1.4466034,1060.239
1477,Kepler-1686 b,1.42367,2.622081,1.3571204,1060.3806
1478,Kepler-1279 b,1.74876,3.7185876,1.4582229,1061.0299
1479,Kepler-939 b,1.74876,3.7185876,1.4582229,1061.2216
1480,Kepler-1800 b,0.99769,0.95984057,0.98084807,1061.2309
1481,Kepler-1585 b,1.7936,3.8457188,1.4642862,1062.4065
1482,Kepler-784 b,1.58061,3.121071,1.4052043,1062.4746
1483,Kepler-905 b,1.41246,2.5712285,1.3492184,1062.9742
1484,Kepler-1322 c,2.15232,5.2759448,1.5656573,1063.1558
1485,Kepler-411 b,2.39894,25.601046,3.2667745,1063.2201
1486,Kepler-1012 b,1.28915,2.2120829,1.3099327,1063.8803
1487,Kepler-1182 b,2.41015,6.3883429,1.6280662,1064.4768
1488,Kepler-449 b,2.05143,4.8945512,1.5446429,1064.5377
1489,Kepler-400 b,1.64787,3.3689768,1.4298403,1064.6604
1490,Kepler-1285 b,0.97527,0.87084873,0.94495021,1065.7641
1491,Kepler-778 b,1.6815,3.4643252,1.4353602,1065.7899
1492,Kepler-1558 b,0.68381,0.24472756,0.59823762,1066.2615
1493,EPIC 201841433 b,1.04253,1.1187546,1.0359126,1067.0547
1494,Kepler-1414 b,1.2331,2.0404558,1.2863657,1067.2494
1495,Kepler-1382 b,1.88328,4.1953296,1.4925387,1067.3016
1496,Kepler-1120 b,1.37883,2.4790584,1.3408741,1067.7204
1497,Kepler-282 b,1.0089,1.0075148,0.99931326,1067.9817
1498,Kepler-1164 b,1.121,1.4588305,1.140774,1069.7015
1499,Kepler-208 d,1.19947,1.8688287,1.2482169,1071.0312
1500,K2-355 b,2.25321,5.6891213,1.5889922,1071.1793
1501,Kepler-792 b,1.96175,4.5131576,1.5167654,1071.7469
1502,EPIC 201497682 b,0.69502,0.26061896,0.61235653,1071.8206
1503,Kepler-1321 c,2.39894,6.3565601,1.6278013,1072.0501
1504,Kepler-754 b,2.00659,4.7038544,1.5310791,1073.3509
1505,Kepler-253 b,1.62545,3.3054112,1.4260211,1073.5983
1506,Kepler-1590 b,1.14342,1.5541789,1.1658633,1073.772
1507,TOI-178 b,1.15463,1.5001482,1.1398446,1074.3609
1508,Kepler-982 b,2.25321,5.6891213,1.5889922,1074.6266
1509,K2-277 b,2.07385,4.926334,1.5412506,1074.7782
1510,TOI-763 b,2.27563,9.7891025,2.0740566,1074.8594
1511,Kepler-59 b,1.09858,1.3666604,1.1153585,1075.1128
1512,TOI-1062 b,2.26442,10.151426,2.1173129,1075.5027
1513,Kepler-1506 b,1.32278,2.3010747,1.3189294,1075.844
1514,Kepler-116 c,2.29805,5.9116009,1.6038835,1076.4447
1515,Kepler-1220 b,1.52456,2.9240176,1.3848978,1077.3894
1516,Kepler-1361 b,0.86317,0.56573385,0.80957653,1077.6608
1517,Kepler-324 b,1.14342,1.5541789,1.1658633,1077.6698
1518,Kepler-1067 c,1.74876,3.6868048,1.4519778,1078.409
1519,Kepler-322 c,1.67029,3.4325424,1.4335473,1079.408
1520,Kepler-1553 b,1.15463,1.6050314,1.1790178,1079.9364
1521,K2-335 b,2.20837,5.5302073,1.5824674,1081.1297
1522,Kepler-206 b,1.19947,1.8688287,1.2482169,1081.2433
1523,Kepler-169 b,1.13221,1.5065047,1.153511,1081.2864
1524,TOI-544 b,2.02901,4.76742,1.5328498,1081.7673
1525,Kepler-1117 b,1.10979,1.4111563,1.1276314,1082.3666
1526,TOI-2445 b,1.25552,2.0976648,1.2925764,1083.6293
1527,Kepler-481 b,2.49983,6.8015193,1.6494826,1084.0566
1528,K2-147 b,0.72865,0.31464972,0.65713438,1084.6064
1529,Kepler-1837 b,2.06264,4.926334,1.5454331,1085.2106
1530,Kepler-363 d,2.05143,4.8627684,1.5396196,1085.2476
1531,Kepler-266 b,2.47741,6.7061709,1.6452745,1087.2804
1532,Kepler-570 b,2.45499,6.5790397,1.6370291,1088.41
1533,K2-73 b,2.45499,6.5790397,1.6370291,1088.9846
1534,Kepler-55 d,1.59182,3.1560321,1.4080683,1088.9846
1535,Kepler-1123 b,1.67029,3.4325424,1.4335473,1089.0367
1536,Kepler-197 c,1.2331,5.403076,2.0932514,1089.3701
1537,Kepler-286 d,1.33399,2.3296793,1.321514,1089.6971
1538,Kepler-311 b,1.70392,3.5278908,1.4389078,1090.0868
1539,Kepler-732 c,1.26673,2.1548739,1.3042742,1090.3168
1540,Kepler-1911 b,1.0089,1.010693,1.0008882,1090.7925
1541,Kepler-68 c,0.99769,2.0404558,1.4300979,1091.8943
1542,Kepler-1788 b,2.37652,6.2612117,1.6231492,1092.883
1543,Kepler-1514 c,1.17705,1.7353409,1.2142132,1093.363
1544,Kepler-832 b,2.06264,4.8945512,1.5404398,1093.8055
1545,TOI-1442 b,1.16584,1.7067364,1.2099398,1094.187
1546,Kepler-341 c,1.70392,3.5278908,1.4389078,1094.3991
1547,Kepler-147 b,1.52456,2.9558004,1.3924041,1094.4136
1548,Kepler-1831 b,1.97296,4.5449404,1.5177665,1095.4689
1549,Kepler-402 d,1.37883,2.4790584,1.3408741,1096.38
1550,Kepler-295 c,1.16584,1.7067364,1.2099398,1096.6715
1551,Kepler-1108 b,1.4573,2.7301425,1.3687312,1097.1355
1552,Kepler-1121 b,1.9057,4.3224608,1.5060461,1097.7296
1553,Kepler-224 b,1.39004,2.5108412,1.3439898,1097.9408
1554,Kepler-652 b,2.48862,6.7697365,1.6493263,1098.2134
1555,Kepler-343 b,2.41015,6.3883429,1.6280662,1098.3212
1556,Kepler-265 b,1.86086,4.131764,1.4900845,1098.4902
1557,K2-170 b,1.42367,2.5966548,1.3505244,1099.0405
1558,Kepler-256 d,2.47741,6.7061709,1.6452745,1099.3367
1559,Kepler-1898 b,0.93043,0.75960893,0.90355205,1099.9817
1560,Kepler-1705 c,2.05143,5.4189674,1.6252865,1100.1218
1561,Kepler-362 b,0.88559,0.61340805,0.83225877,1100.1733
1562,Kepler-1912 b,1.35641,2.4091363,1.3327086,1100.5365
1563,Kepler-1751 b,1.82723,3.97285,1.4745329,1100.8565
1564,Kepler-247 b,1.63666,3.337194,1.427945,1101.149
1565,Kepler-1130 d,0.65018,0.20023164,0.5549445,1101.2742
1567,Kepler-336 c,2.09627,5.0534652,1.5526409,1101.7341
1568,K2-224 b,1.55819,3.0543271,1.400063,1102.5438
1569,Kepler-475 b,2.48862,6.7697365,1.6493263,1102.7683
1570,Kepler-1146 b,1.2331,2.0404558,1.2863657,1102.882
1571,Kepler-173 c,2.43257,6.4836913,1.6325951,1103.7097
1572,Kepler-144 c,1.3452,2.3900666,1.332943,1103.8417
1574,Kepler-393 c,1.33399,2.3296793,1.321514,1104.7395
1575,Kepler-713 b,2.47741,6.7061709,1.6452745,1104.765
1576,Kepler-633 b,1.62545,3.3054112,1.4260211,1105.0754
1577,Kepler-1867 b,1.15463,1.6527056,1.1963998,1105.255
1578,HR 858 d,2.16353,5.3395104,1.5709749,1106.0163
1579,Kepler-356 c,1.80481,3.9410672,1.4777167,1106.2972
1580,Kepler-1312 b,2.09627,5.0534652,1.5526409,1106.7819
1581,K2-89 b,0.61655,0.16844884,0.52269683,1106.9617
1582,K2-389 b,2.18595,5.403076,1.5721733,1108.2481
1583,Kepler-121 b,2.34289,6.0705149,1.6096699,1109.0175
1584,Kepler-1386 b,1.24431,2.0690603,1.2895028,1109.0887
1585,Kepler-1367 b,0.91922,0.72146957,0.88592973,1112.4096
1586,Kepler-1313 b,1.75997,3.7503704,1.4597701,1112.607
1587,Kepler-1511 b,1.6815,3.4643252,1.4353602,1113.2168
1588,Kepler-124 b,0.72865,0.31464972,0.65713438,1113.4954
1589,Kepler-1611 b,0.80712,0.45767232,0.75302305,1113.7095
1590,Kepler-1671 b,1.32278,2.3169661,1.3234759,1114.1149
1591,Kepler-1964 b,1.78239,3.813936,1.4628013,1115.046
1592,K2-214 b,2.43257,6.4836913,1.6325951,1115.2897
1593,K2-243 b,2.17474,5.3395104,1.5669208,1115.8503
1594,Kepler-1814 b,2.36531,6.1976461,1.6187111,1116.3073
1595,TOI-1685 b,1.70392,3.778975,1.4892322,1116.3443
1596,Kepler-292 c,1.46851,2.7619253,1.3714106,1117.1576
1597,HD 96700 b,2.92581,8.8991841,1.7440223,1117.4823
1598,Kepler-1081 b,1.0089,1.0075148,0.99931326,1117.5778
1599,Kepler-60 d,1.99538,4.1603686,1.4439531,1118.4858
1600,Kepler-825 c,1.83844,4.0364156,1.4817441,1119.0509
1601,Kepler-1437 b,1.36762,2.4504539,1.3385683,1119.1298
1602,Kepler-301 c,1.3452,2.3900666,1.332943,1121.7475
1603,Kepler-994 b,1.60303,3.17828,1.4080733,1122.6234
1604,Kepler-1425 b,0.94164,0.77867861,0.90936173,1122.9801
1605,Kepler-654 b,2.07385,4.926334,1.5412506,1123.6696
1606,Kepler-349 b,1.9057,94.394917,7.0379639,1123.9941
1607,Kepler-1449 b,1.6815,3.4643252,1.4353602,1124.6491
1608,GJ 1252 b,1.17705,1.3189862,1.0585775,1125.2789
1609,K2-173 b,1.60303,3.2100628,1.4150961,1125.3516
1610,KOI-351 c,1.18826,1.8116196,1.2347464,1125.9671
1611,Kepler-1289 b,1.52456,2.9240176,1.3848978,1125.9935
1612,Kepler-141 b,0.69502,0.25744068,0.6086112,1127.0376
1613,Kepler-1215 b,1.22189,1.9832467,1.2740085,1127.5966
1614,K2-369 b,1.31157,2.2788268,1.3181351,1127.7966
1615,Kepler-1256 b,1.49093,2.8254909,1.3766335,1129.0264
1616,Kepler-305 e,1.7936,3.8775016,1.4703245,1129.1048
1617,Kepler-1376 b,1.05374,1.1568939,1.047804,1129.4581
1618,Kepler-84 b,2.23079,40.046328,4.236937,1130.3631
1619,Kepler-829 b,2.10748,5.085248,1.5533679,1130.7221
1620,Kepler-381 c,1.121,1.4588305,1.140774,1130.7791
1621,Kepler-1622 b,1.46851,2.7619253,1.3714106,1131.1691
1622,K2-198 c,1.42367,2.6125462,1.3546507,1131.5876
1623,Kepler-251 b,1.33399,2.3296793,1.321514,1131.9644
1624,K2-202 b,2.29805,5.9116009,1.6038835,1133.1602
1625,Kepler-1614 b,1.49093,2.8254909,1.3766335,1134.2539
1626,Kepler-1295 b,1.54698,3.0225443,1.3977966,1134.9108
1627,Kepler-534 c,1.22189,2.0245644,1.287211,1135.085
1628,K2-216 b,1.74876,7.9997308,2.1388118,1135.3812
1629,CoRoT-7 c,2.83613,8.4001941,1.7210029,1135.9045
1630,Kepler-1933 b,1.17705,1.7575889,1.2219718,1136.2903
1631,Kepler-36 b,1.50214,3.8298274,1.5967407,1136.465
1632,Kepler-1445 b,0.96406,0.83906593,0.93292345,1136.4924
1633,Kepler-783 b,0.7847,0.40046328,0.71438039,1136.7893
1634,Kepler-414 b,1.71513,3.496108,1.4277228,1137.1439
1635,Kepler-1125 b,1.83844,4.0364156,1.4817441,1137.3019
1636,K2-282 b,2.49983,6.8015193,1.6494826,1138.0739
1637,Kepler-886 b,1.52456,2.9240176,1.3848978,1138.7629
1638,Kepler-1857 b,1.96175,4.5131576,1.5167654,1139.6827
1639,K2-412 b,2.11869,5.1170308,1.5540869,1140.9639
1640,Kepler-105 c,1.31157,4.5989712,1.8725551,1141.0007
1641,Kepler-401 b,1.71513,3.5596736,1.4406436,1141.0136
1642,Kepler-300 b,1.67029,3.4325424,1.4335473,1141.3183
1643,Kepler-350 b,1.84965,4.0681984,1.4830517,1141.4425
1644,Kepler-589 c,1.121,1.4461174,1.1357924,1141.6052
1645,K2-208 b,1.6815,3.4643252,1.4353602,1141.6457
1646,Kepler-128 b,1.43488,0.76914377,0.73214309,1141.8044
1647,TOI-1411 b,1.35641,2.4186711,1.3353433,1141.8441
1648,EPIC 206024342 b,1.70392,3.5278908,1.4389078,1142.8475
1649,Kepler-1623 b,1.31157,2.2692919,1.3153746,1145.0009
1650,Kepler-245 e,1.74876,3.7185876,1.4582229,1145.3566
1651,Kepler-130 b,1.02011,1.0424758,1.010903,1145.6257
1652,K2-407 b,1.27794,2.1930132,1.3099822,1146.623
1653,Kepler-157 d,1.4573,2.7301425,1.3687312,1147.6065
1654,Kepler-319 b,1.62545,3.3054112,1.4260211,1147.9835
1655,Kepler-33 c,3.19485,0.39092844,0.34980289,1149.1581
1656,HD 158259 e,2.34289,6.0800497,1.6109335,1149.4888
1657,Kepler-1947 b,1.0089,1.0075148,0.99931326,1150.2333
1658,Kepler-1888 b,1.32278,2.3169661,1.3234759,1154.0956
1659,Kepler-183 b,2.06264,4.8945512,1.5404398,1154.4649
1660,Kepler-755 c,1.25552,2.1262693,1.3013596,1154.4834
1661,K2-138 c,2.29805,6.3088859,1.6569011,1154.648
1662,Kepler-1574 b,1.28915,2.2120829,1.3099327,1154.719
1663,Kepler-772 b,1.81602,3.97285,1.479077,1155.6491
1664,Kepler-136 b,2.05143,19.705336,3.0992997,1156.2927
1665,K2-373 b,2.06264,4.8945512,1.5404398,1156.2997
1666,K2-385 b,1.53577,2.9844049,1.3940097,1156.4861
1667,Kepler-226 b,1.54698,24.154928,3.9514867,1156.5696
1668,Kepler-181 b,1.26673,2.1548739,1.3042742,1156.6201
1669,K2-167 b,2.26442,5.7526869,1.5938846,1157.1896
1670,Kepler-1100 b,1.74876,3.7185876,1.4582229,1157.2912
1671,Kepler-1699 b,1.5694,3.0765751,1.4001254,1157.7974
1672,Kepler-1891 b,1.52456,2.9271959,1.3856503,1158.2176
1673,Kepler-135 c,1.15463,1.6558839,1.1975496,1160.2514
1674,Kepler-882 b,1.2331,2.0404558,1.2863657,1160.3728
1675,TOI-833 b,1.26673,2.1548739,1.3042742,1160.7072
1676,Kepler-1884 b,1.81602,3.9410672,1.4731488,1160.8935
1677,Kepler-1383 b,1.41246,2.5712285,1.3492184,1162.0206
1678,K2-200 b,1.36762,2.4345625,1.3342209,1162.1812
1679,Kepler-1879 b,2.06264,4.926334,1.5454331,1162.5838
1680,Kepler-326 c,1.40125,17.48054,3.5319912,1163.9535
1681,K2-326 b,2.27563,5.8162525,1.5987141,1164.4963
1682,Kepler-850 b,1.78239,3.813936,1.4628013,1165.2906
1683,Kepler-288 b,1.67029,3.4325424,1.4335473,1165.5047
1684,Kepler-1197 b,1.25552,2.0976648,1.2925764,1165.6751
1685,K2-213 b,1.51335,2.9017697,1.3847194,1165.9761
1686,Kepler-1138 b,1.70392,3.5278908,1.4389078,1165.995
1687,Kepler-1483 b,1.52456,2.9240176,1.3848978,1166.2401
1688,Kepler-394 d,1.50214,2.860452,1.3799461,1167.0903
1689,HD 106315 b,2.44378,12.598702,2.2705541,1167.9702
1691,Kepler-1587 b,1.33399,2.3296793,1.321514,1171.4492
1692,Kepler-280 c,2.00659,4.7038544,1.5310791,1171.8626
1693,HD 93385 b,1.88328,4.1985079,1.4931039,1172.3056
1694,Kepler-291 c,1.88328,4.1953296,1.4925387,1175.6121
1695,Kepler-93 b,1.5694,4.5449404,1.7017559,1175.7982
1696,Kepler-1612 b,1.03132,1.0806152,1.0236201,1176.108
1697,TOI-2427 b,1.80481,3.9092844,1.4717461,1177.0503
1698,Kepler-1957 b,0.94164,0.78821345,0.91491231,1177.2945
1699,Kepler-1245 c,1.43488,2.6665769,1.3632304,1177.4684
1700,Kepler-388 b,0.80712,0.45767232,0.75302305,1177.7944
1701,Kepler-1695 b,1.121,1.4556523,1.1395307,1178.2647
1702,Kepler-338 b,2.44378,30.511488,3.5334638,1178.5129
1703,Kepler-903 b,2.00659,4.7038544,1.5310791,1178.7374
1704,Kepler-831 b,1.26673,2.1548739,1.3042742,1179.81
1705,Kepler-1909 b,1.08737,1.3316993,1.1066605,1180.6196
1706,Kepler-745 b,2.16353,5.3077276,1.5662924,1181.0279
1707,Kepler-1954 b,1.80481,3.9092844,1.4717461,1181.0838
1708,HD 39855 b,2.84734,8.4987208,1.7276554,1183.1614
1709,Kepler-1387 b,0.93043,0.75007409,0.89786332,1183.8314
1710,Kepler-1838 b,1.65908,3.4007596,1.4317075,1183.9012
1711,Kepler-598 b,1.50214,2.8572737,1.3791793,1185.0418
1712,Kepler-221 b,1.71513,3.5596736,1.4406436,1185.4135
