P_NAME,P_MASS,P_MASS_ERROR_MIN,P_MASS_ERROR_MAX,P_RADIUS,P_RADIUS_ERROR_MIN,P_RADIUS_ERROR_MAX,P_YEAR,P_UPDATED,P_PERIOD,P_PERIOD_ERROR_MIN,P_PERIOD_ERROR_MAX,P_SEMI_MAJOR_AXIS,P_SEMI_MAJOR_AXIS_ERROR_MIN,P_SEMI_MAJOR_AXIS_ERROR_MAX,P_ECCENTRICITY,P_ECCENTRICITY_ERROR_MIN,P_ECCENTRICITY_ERROR_MAX,P_INCLINATION,P_INCLINATION_ERROR_MIN,P_INCLINATION_ERROR_MAX,P_OMEGA,P_OMEGA_ERROR_MIN,P_OMEGA_ERROR_MAX,P_TPERI,P_TPERI_ERROR_MIN,P_TPERI_ERROR_MAX,P_IMPACT_PARAMETER,P_IMPACT_PARAMETER_ERROR_MIN,P_IMPACT_PARAMETER_ERROR_MAX,P_DETECTION,P_DETECTION_MASS,S_NAME,S_RA,S_DEC,S_MAG,S_DISTANCE,S_DISTANCE_ERROR_MIN,S_DISTANCE_ERROR_MAX,S_METALLICITY,S_METALLICITY_ERROR_MIN,S_METALLICITY_ERROR_MAX,S_MASS,S_MASS_ERROR_MIN,S_MASS_ERROR_MAX,S_RADIUS,S_RADIUS_ERROR_MIN,S_RADIUS_ERROR_MAX,S_TYPE,S_LOG_LUM,S_LOG_LUM_ERROR_MIN,S_LOG_LUM_ERROR_MAX,S_AGE,S_AGE_ERROR_MIN,S_AGE_ERROR_MAX,S_TEMPERATURE,S_TEMPERATURE_ERROR_MIN,S_TEMPERATURE_ERROR_MAX,S_LOG_G,P_ESCAPE,P_POTENTIAL,P_GRAVITY,P_DENSITY,P_HILL_SPHERE,P_DISTANCE,P_PERIASTRON,P_APASTRON,P_DISTANCE_EFF,P_FLUX,P_FLUX_MIN,P_FLUX_MAX,P_TEMP_EQUIL,P_TEMP_EQUIL_MIN,P_TEMP_EQUIL_MAX,P_TEMP_SURF,P_TEMP_SURF_MIN,P_TEMP_SURF_MAX,P_TYPE,S_RADIUS_EST,S_TYPE_TEMP,S_RA_H,S_RA_T,S_DEC_T,S_LUMINOSITY,S_HZ_OPT_MIN,S_HZ_OPT_MAX,S_HZ_CON_MIN,S_HZ_CON_MAX,S_HZ_CON0_MIN,S_HZ_CON0_MAX,S_HZ_CON1_MIN,S_HZ_CON1_MAX,S_SNOW_LINE,S_ABIO_ZONE,S_TIDAL_LOCK,P_HABZONE_OPT,P_HABZONE_CON,P_TYPE_TEMP,P_HABITABLE,P_ESI,S_CONSTELLATION,S_CONSTELLATION_ABR,S_CONSTELLATION_ENG
GJ 180 d,7.5611282,-1.0710804,1.0710804,2.65677,,,2020,2020-01,106.3,-0.129,0.129,0.309,-0.01,0.01,0.14,-0.04,0.04,,,,155,-127,127,,,,,,,Radial Velocity,Msini,GJ 180,73.460097,-17.776194,10.914,11.9407,-0.0045,0.0045,,,,0.43,,,0.41,-0.01,0.01,M3,-1.609,-0.118,0.093,,,,3811.5,-81.1,230.1,4.81,1.6870048,2.8459852,1.07122,0.4032039,0.006912177,0.3120282,0.26574,0.35226,0.30976198,0.2602444,0.19827746,0.34840641,181.29293,170.00561,195.73408,204.74187,191.99462,221.05088,Superterran,0.41,M,4.8973401,04 53 50.4242,-17 46 34.2984,0.024603676,0.12769875,0.32627386,0.16174991,0.30933322,0.1714217,0.30933322,0.15614094,0.30933322,0.4235101,0.052215422,0.34820949,1,0,Warm,2,0.47567501,Eridanus,Eri,River
tau Cet f,3.9315324,-1.3698387,1.0488324,1.80481,,,2017,2017-10,636.13,-47.69,11.7,1.334,-0.044,0.017,0.16,-0.16,0.07,,,,119.75,-70.47,41.25,,,,,,,Radial Velocity,Msini,tau Cet,26.009303,-15.933799,3.49607,3.60304,-0.00675,0.00678,-0.52,-0.01,0.01,0.78,-0.01,0.01,0.83,-0.02,0.02,G8.5V,-0.305,-0.003,0.003,12.12,,,5310,-17,17,4.52,1.475928,2.1783636,1.2069767,0.66875553,0.019218053,1.3510752,1.12056,1.54744,1.3383052,0.28204584,0.20690566,0.39457518,184.76399,171.82565,201.91908,208.66189,194.05007,228.03587,Superterran,0.83,G,1.7339536,01 44 02.2330,-15 56 01.6753,0.49545019,0.54266377,1.2969635,0.68735924,1.2296387,0.72717395,1.2296387,0.66355306,1.2296387,1.900482,0.83572862,0.4990838,0,0,Cold,0,0.55506095,Cetus,Cet,Whale
Kepler-186 f,1.7067364,,,1.16584,-0.07847,0.07847,2014,2014-04,129.9441,-0.0012,0.0013,0.432,-0.053,0.171,0.04,-0.04,0.07,89.96,-0.1,0.04,,,,,,,0.13,-0.13,0.28,Transit,M-R relationship,Kepler-186,298.65274,43.954988,15.138,177.594,-0.774,0.774,-0.26,-0.12,0.12,0.54,-0.02,0.02,0.52,-0.02,0.02,M1,-1.26,-0.05,0.079,4,-0.6,0.6,3755,-90,90,4.74,1.2099398,1.4639542,1.2557076,1.077084,0.006087856,0.4323456,0.41472,0.44928,0.43208645,0.29470006,0.27224871,0.31951411,187.65476,184.02904,191.5435,211.92657,207.83189,216.31828,Terran,0.52,M,19.910183,19 54 36.6604,+43 57 17.9582,0.054954087,0.19103279,0.48947658,0.24197189,0.4640617,0.25645757,0.4640617,0.23357878,0.4640617,0.63294179,0.051123224,0.36702819,1,1,Warm,1,0.61101041,Cygnus,Cyg,Swan
GJ 667 C e,2.542624,-1.271312,1.58914,1.44609,,,2013,2013-08,62.24,-0.55,0.55,0.213,-0.022,0.019,0.02,-0.02,0.22,,,,28.6,-28.6,331.4,,,,,,,Radial Velocity,Msini,GJ 667 C,259.75106,-34.997765,10.602,7.24396,-0.00485,0.00486,-0.55,-0.1,0.1,0.33,-0.02,0.02,,,,M1.5 V,-1.863,-0.03,0.028,2,,,3350,-50,50,4.69,1.3259997,1.7582751,1.2158822,0.84080672,0.004123952,0.2130426,0.20874,0.21726,0.21301066,0.30222311,0.29042931,0.31462168,188.8836,187.02731,190.80602,213.31434,211.21795,215.48541,Terran,0.42929603,M,17.316738,17 19 00.2579,-34 59 51.9544,0.013708818,0.09593028,0.25077627,0.12150901,0.23775302,0.12884122,0.23775302,0.11728457,0.23775302,0.31612859,0.021634516,0.27748178,1,1,Warm,1,0.59976408,Scorpius,Sco,Scorpion
GJ 682 b,4.3987396,-2.3996014,3.699518,1.93933,,,2014,2014-06,17.478,-0.04,0.062,0.08,-0.004,0.014,0.08,-0.08,0.19,,,,86,,,,,,,,,Radial Velocity,Msini,GJ 682,264.26102,-44.323252,10.94,5.00671,-0.0021,0.0021,,,,0.27,,,0.3,-0.01,0.01,M3.5 V,-2.699,,,,,,3028,,,4.93,1.5060461,2.2681749,1.1695662,0.60307746,0.001866313,0.080256,0.0736,0.0864,0.080064143,0.31348317,0.26789988,0.36918528,190.40392,183.28969,198.58937,215.03131,206.9969,224.27549,Superterran,0.3,M,17.617403,17 37 02.6492,-44 19 23.7068,0.001999862,0.03675957,0.097572148,0.046560552,0.09250409,0.049385705,0.09250409,0.04493835,0.09250409,0.1207435,0.011637164,0.29817579,1,1,Warm,2,0.5668086,Scorpius,Sco,Scorpion
Kepler-1229 b,2.542624,,,1.40125,-0.13452,0.1121,2016,2016-05,86.828989,-0.001069,0.001069,0.3006,-0.0091,0.0069,0,,,89.997,-0.053,0.007,,,,,,,0.0068,-0.0068,0.1353,Transit,M-R relationship,Kepler-1229,297.48683,46.996678,16.124,265.482,-3.315,3.397,-0.06,-0.109,0.086,0.54,-0.04,0.03,0.51,-0.03,0.03,,-1.533,-0.114,0.084,3.72,-2.07,5.32,3784,-38.61,38.88,4.75,1.3470486,1.8145399,1.2949437,0.92413467,0.005039688,0.3006,0.3006,0.3006,0.30060001,0.32435608,0.32435608,0.32435608,192.26508,192.26508,192.26508,217.1332,217.1332,217.1332,Terran,0.51,M,19.832457,19 49 56.8441,+46 59 48.0415,0.029308932,0.1394425,0.35677032,0.17662508,0.33824608,0.18719239,0.33824608,0.17049948,0.33824608,0.46223601,0.053734802,0.36261568,1,1,Warm,1,0.62039902,Cygnus,Cyg,Swan
LHS 1140 b,6.378808,-0.43860264,0.4608506,1.63666,-0.04484,0.04484,2017,2017-04,24.73694,-0.0004,0.00041,0.0957,-0.0019,0.0019,0.096,,,89.877,-0.045,0.049,,,,,,,,,,Transit,Mass,LHS 1140,11.248632,-15.274109,14.15,14.9861,-0.0152,0.0153,-0.262,-0.104,0.104,0.19,-0.01,0.01,0.21,0,0,M4.5 V,-2.488,-0.015,0.014,5,,,2988,-67,67,5.06,1.9741972,3.8974546,2.3813465,1.4550038,0.002791649,0.096140986,0.0865128,0.1048872,0.095810582,0.35660435,0.29549832,0.43434944,196.53422,187.83809,206.82581,221.95452,212.13361,233.57725,Superterran,0.21,M,0.74990884,00 44 59.6718,-15 16 26.7906,0.003250873,0.046886359,0.12468029,0.059387285,0.11820402,0.062992983,0.11820402,0.057317626,0.11820402,0.15394436,0.009663454,0.26892904,1,1,Warm,2,0.62367806,Cetus,Cet,Whale
Teegarden's Star c,1.1092197,-0.14937916,0.158914,1.04253,,,2019,2019-07,11.409,-0.009,0.009,0.0443,-0.0015,0.0014,0,0,0.16,,,,286,-74,101,2458053.2,-2.3,3.2,,,,Radial Velocity,Msini,Teegarden's Star,43.269145,16.864902,15.13,3.83078,-0.00397,0.00398,-0.19,-0.16,0.16,0.09,-0.01,0.01,0.11,0,0,M7.0 V,-3.137,-0.006,0.006,8,,,2904,-51,51,5.27,1.0314888,1.0639691,1.0205645,0.97893059,0.001023562,0.0443,0.0443,0.0443,0.044300001,0.37169999,0.37169999,0.37169999,198.92669,198.92669,198.92669,224.65643,224.65643,224.65643,Terran,0.11,M,2.8846098,02 53 04.5953,+16 51 53.6486,0.000729458,0.022229536,0.059337727,0.02815631,0.056255361,0.029867991,0.056255361,0.027174493,0.056255361,0.072922873,0.006520608,0.22671869,1,1,Warm,1,0.67577895,Aries,Ari,Ram
TRAPPIST-1 f,1.0392976,-0.0317828,0.0317828,1.04253,-0.01121,0.01121,2017,2016-05,9.20754,-3.20E-05,3.20E-05,0.03849,-0.00033,0.00033,0.01007,-0.00068,0.00068,89.74,-0.019,0.019,368.81,-3.11,3.11,,,,0.312,-0.018,0.023,Transit,Mass,TRAPPIST-1,346.62639,-5.0434618,17.02,12.429889,-0.0187066,0.0187066,0.04,-0.08,0.08,0.09,0,0,0.12,0,0,,-3.257,-0.015,0.015,0.5,,,2566,-26,26,5.24,0.99844851,0.99689943,0.95623093,0.91722149,0.000861463,0.038491952,0.038102406,0.038877594,0.038490493,0.37353061,0.36610127,0.38114937,199.16737,198.17333,200.17909,224.92824,223.80564,226.07083,Terran,0.12,M,23.108427,23 06 30.3384,-05 02 36.4625,0.00055335,0.019437936,0.052571714,0.024620039,0.049840137,0.026122799,0.049840137,0.023759776,0.049840137,0.063513167,0.003648381,0.14282382,1,1,Warm,1,0.67715162,Aquarius,Aqr,Water Carrier
GJ 357 d,6.0991194,-1.0011582,1.0011582,2.34289,,,2019,2019-08,55.661,-0.055,0.055,0.204,-0.015,0.015,,,,,,,,,,,,,,,,Radial Velocity,Msini,GJ 357,144.00746,-21.665063,10.91,9.44181,-0.00511,0.00511,-0.12,-0.16,0.16,0.34,-0.01,0.01,0.34,-0.02,0.02,M2.5 V,-1.798,-0.01,0.01,,,,3505,-51,51,4.94,1.6134578,2.6032461,1.1111261,0.47425447,0.005341683,0.204,0.204,0.204,0.20400001,0.38259533,0.38259533,0.38259533,200.36867,200.36867,200.36867,226.28493,226.28493,226.28493,Superterran,0.34,M,9.6004981,09 36 01.7933,-21 39 54.2282,0.015922087,0.10319869,0.26773515,0.13071604,0.25383224,0.13858076,0.25383224,0.1261758,0.25383224,0.34069344,0.028517873,0.32199127,1,1,Warm,2,0.57527279,Hydra,Hya,Water Snake
GJ 229 A c,8.5749995,-0.69604333,0.67379537,2.86976,,,2020,2020-01,121.93268,-0.08157952,0.06708474,0.384214,-0.005177,0.005101,0.365639,-0.062648,0.065045,,,,128.6167,-9.4066,9.1645,2450370.2,-2.534516,2.817008,,,,Radial Velocity,Msini,GJ 229,92.643599,-21.867723,8.15,5.75624,-0.001525,0.001525,,,,0.51,-0.02,0.02,0.46,-0.02,0.01,M1.5V,-1.222,-0.301,0.398,0.4,,,3912.54,-132.54,147.04,4.69,1.728599,2.9880546,1.0412211,0.36282514,0.006245725,0.40989715,0.24373038,0.52469762,0.39093564,0.43653336,0.21786216,1.0096729,201.64724,174.05655,255.38188,227.72887,196.56952,288.4137,Superterran,0.46,M,6.1762403,06 10 34.4650,-21 52 03.8039,0.059979108,0.19900375,0.5058962,0.2520689,0.47963016,0.26710913,0.47963016,0.24333191,0.47963016,0.66124709,0.065748693,0.24533427,1,1,Warm,2,0.5599387,Lepus,Lep,Hare
Kepler-296 f,3.9092844,,,1.80481,-0.30267,0.31388,2014,2014-03,63.33627,-0.00062,0.0006,0.255,-0.042,0.043,0.33,,,89.95,-0.12,0.05,,,,,,,0.55,-0.24,0.11,Transit,M-R relationship,Kepler-296,286.54003,49.437261,16.363,167,-20.247,21.428,-0.08,-0.3,0.28,0.5,-0.09,0.07,0.48,-0.09,0.07,M2 V,-1.569,-0.07,0.113,4.2,-1.6,3.4,3740,-130,130,4.77,1.4717461,2.1660365,1.2001466,0.66497114,0.003391897,0.26888475,0.17085,0.33915,0.25860202,0.43949751,0.2345397,0.92420866,203.03876,177.29603,249.79711,229.30038,200.228,282.10659,Superterran,0.48,M,19.10267,19 06 09.6103,+49 26 14.1410,0.026977394,0.13387983,0.34329317,0.16957899,0.32546841,0.17973401,0.32546841,0.16369649,0.32546841,0.44346952,0.04856073,0.36065314,1,1,Warm,2,0.65798684,Draco,Dra,Dragon
Kepler-62 f,,,,1.41246,-0.06726,0.06726,2013,2013-05,267.291,-0.005,0.005,0.718,-0.007,0.007,0,,,89.9,-0.03,0.03,,,,,,,0.41,-0.14,0.14,Transit,Mass,Kepler-62,283.21256,45.349699,13.965,300.874,-1.219,1.219,-0.37,-0.04,0.04,0.69,-0.02,0.02,0.64,-0.02,0.02,K2 V,-0.678,-0.043,0.04,7,-4,4,4925,-70,70,4.68,,,,,,0.718,0.718,0.718,0.71800002,0.40714688,0.40714688,0.40714688,203.50856,203.50856,203.50856,229.83094,229.83094,229.83094,Terran,0.64,K,18.880838,18 52 51.0184,+45 20 58.9171,0.20989399,0.36011043,0.87329745,0.45613362,0.82796407,0.482759,0.82796407,0.44034833,0.82796407,1.2369831,0.41405817,0.43721079,1,1,Warm,1,0.67848956,Lyra,Lyr,Lyre
K2-288 B b,4.2588952,,,1.9057,-0.30267,0.30267,2018,2019-01,31.393463,-6.90E-05,6.70E-05,0.164,-0.03,0.03,,,,89.81,-0.17,0.13,,,,,,,0.37,-0.25,0.23,Transit,M-R relationship,K2-288 B,55.444286,18.268491,13.868,65.6138,-0.8594,0.8821,-0.21,-0.09,0.09,0.33,-0.02,0.02,0.32,-0.03,0.03,M3 V,-1.93,-0.02,0.02,1,,,3341,-276,276,4.96,1.4949312,2.2348193,1.1727026,0.61536579,0.003847897,0.164,0.164,0.164,0.164,0.43682985,0.43682985,0.43682985,207.12045,207.12045,207.12045,233.91,233.91,233.91,Superterran,0.32,M,3.6962859,03 41 46.6293,+18 16 06.5687,0.011748976,0.088817374,0.23228353,0.1124995,0.22022058,0.11928917,0.22022058,0.10858806,0.22022058,0.29266027,0.021302576,0.24720816,1,1,Warm,2,0.64589351,Taurus,Tau,Bull
GJ 1061 d,1.6399925,-0.22883616,0.24154928,1.15463,,,2020,2020-03,13.031,-0.032,0.025,0.054,-0.001,0.001,0.53,,,,,,157,-71,88,2458306.4,-2.5,3.1,,,,Radial Velocity,Msini,GJ 1061,54.003249,-44.51431,12.7,3.67278,-0.0009,0.00089,-0.08,-0.08,0.08,0.12,-0.01,0.01,0.16,-0.01,0.01,M5.5 V,-2.77,-0.026,0.025,7,-0.5,0.5,2953,-98,98,5.16,1.1917894,1.4203619,1.2301447,1.0654016,0.000606965,0.0615843,0.02538,0.08262,0.056098441,0.68678031,0.24878811,2.6364332,218.35821,179.92948,324.63781,246.60128,203.20207,366.62739,Terran,0.16,M,3.6002168,03 36 00.7803,-44 30 51.5174,0.001698244,0.033900315,0.090291298,0.042938813,0.085601178,0.045547241,0.085601178,0.041442028,0.085601178,0.11126633,0.007807179,0.24404407,1,1,Warm,1,0.85923156,Horologium,Hor,Pendulum Clock
GJ 667 C f,2.542624,-1.271312,1.271312,1.44609,,,2013,2013-08,39.026,-0.211,0.194,0.156,-0.017,0.014,0.03,-0.03,0.16,,,,103.1,-103.1,256.9,,,,,,,Radial Velocity,Msini,GJ 667 C,259.75106,-34.997765,10.602,7.24396,-0.00485,0.00486,-0.55,-0.1,0.1,0.33,-0.02,0.02,,,,M1.5 V,-1.863,-0.03,0.028,2,,,3350,-50,50,4.69,1.3259997,1.7582751,1.2158822,0.84080672,0.002989539,0.1560702,0.15132,0.16068,0.15601757,0.563568,0.53097779,0.59869735,220.70296,217.47733,224.10252,249.24931,245.60647,253.08858,Terran,0.42929603,M,17.316738,17 19 00.2579,-34 59 51.9544,0.013708818,0.09593028,0.25077627,0.12150901,0.23775302,0.12884122,0.23775302,0.11728457,0.23775302,0.31612859,0.021634516,0.27748178,1,1,Warm,1,0.76423587,Scorpius,Sco,Scorpion
GJ 3293 d,7.5992676,-1.0488324,1.0488324,2.66798,,,2017,2017-06,48.1345,-0.0661,0.0628,0.19394,-0.00018,0.00017,0.12,-0.09,0.13,,,,,,,,,,,,,Radial Velocity,Msini,GJ 3293,67.148443,-25.17134,11.945,20.1903,-0.0216,0.0216,0.02,-0.09,0.09,0.42,,,0.4,-0.03,0.03,M2.5,-1.658,-0.044,0.114,,,,3466,-49,49,4.78,1.6876974,2.8483225,1.0675952,0.40015111,0.0044817,0.19533637,0.1706672,0.2172128,0.19429076,0.5885927,0.46583184,0.75457059,222.54551,210.47582,237.44874,251.33019,237.69936,268.16104,Superterran,0.4,M,4.4765631,04 28 35.6270,-25 10 16.8226,0.021978599,0.12130586,0.31531767,0.15365123,0.29894361,0.16290283,0.29894361,0.14831313,0.29894361,0.40027989,0.028615982,0.345489,1,1,Warm,2,0.62996102,Eridanus,Eri,River
Kepler-174 d,5.4348589,,,2.18595,-0.13452,0.13452,2014,2014-03,247.35373,-0.002001,0.002001,0.677,,,0,,,89.99,,,,,,,,,0.09,-0.22,0.22,Transit,M-R relationship,Kepler-174,287.43895,43.832005,14.53,384.757,-2.684,2.684,-0.44,-0.1,0.1,0.6,-0.02,0.02,0.62,-0.03,0.03,,-0.57,,,4.9,-3.14,5.26,4880,-126,126,4.68,1.5767906,2.4862686,1.1373858,0.52031649,0.014116256,0.677,0.677,0.677,0.67700002,0.58724951,0.58724951,0.58724951,223.02347,223.02347,223.02347,251.86997,251.86997,251.86997,Superterran,0.62,K,19.162597,19 09 45.3505,+43 49 55.2187,0.26915348,0.40862361,0.99278569,0.51758318,0.94124942,0.54782394,0.94124942,0.49967219,0.94124942,1.4007601,0.3658082,0.39322513,1,1,Warm,2,0.67891831,Lyra,Lyr,Lyre
TOI-2257 b,5.4348589,,,2.19716,-0.1121,0.1121,2021,2022-01,35.189346,-9.00E-05,9.00E-05,0.145,-0.003,0.003,0.496,-0.133,0.216,89.786,-0.062,0.078,-101.674,-26.881,42.453,,,,0.374,-0.137,0.098,Transit,M-R relationship,TOI-2257,194.73961,77.661716,15.211,57.7911,-0.1049,0.1053,-0.27,-0.37,0.37,0.33,-0.02,0.02,0.31,-0.02,0.02,M3,-1.867,-0.121,0.094,,,,3430,-130,130,4.97,1.572763,2.4735835,1.1258095,0.51239303,0.001859838,0.16283616,0.07308,0.21692,0.14986757,0.74401712,0.28866944,2.5433312,224.66793,186.74334,321.73302,253.72712,210.89725,363.34689,Superterran,0.31,M,12.982642,12 58 57.5098,+77 39 42.1765,0.013583134,0.095403963,0.24842834,0.12084265,0.23552753,0.12812377,0.23552753,0.11664346,0.23552753,0.31467611,0.024821991,0.31880303,1,1,Warm,2,0.71561239,Camelopardalis,Cam,Giraffe
HD 40307 g,7.0875645,-2.6061896,2.6061896,2.56709,,,2013,2013-01,197.8,-9,5.7,0.6,-0.033,0.034,0.29,-0.29,0.31,,,,91.7,,,,,,,,,Radial Velocity,Msini,HD 40307,88.517219,-60.023729,7.17,12.9363,-0.0046,0.0047,-0.31,-0.03,0.03,0.77,-0.05,0.05,0.72,-0.05,0.06,K2.5 V,-0.639,-0.06,0.06,4.5,,,4956,-50,50,4.47,1.6616057,2.7609334,1.0755109,0.41896113,0.008930249,0.62523,0.426,0.774,0.60648883,0.66645905,0.3832817,1.265263,226.45583,200.45848,270.20296,255.74628,226.38635,305.15179,Superterran,0.72,K,5.9011482,05 54 04.1337,-60 01 25.4240,0.22961486,0.3761073,0.91094237,0.47639579,0.86365493,0.50418601,0.86365493,0.45990865,0.86365493,1.2937899,0.45297221,0.42129907,1,1,Warm,2,0.65863443,Pictor,Pic,Painter's Easel
Proxima Cen b,1.271312,-0.16844884,0.1906968,1.07616,,,2016,2016-08,11.186,-0.002,0.001,0.0485,-0.0051,0.0041,0.35,,,,,,310,,,,,,,,,Radial Velocity,Msini,Proxima Cen,217.39347,-62.676182,11.01,1.30119,-0.00035,0.00034,,,,0.12,-0.02,0.02,0.14,-0.02,0.02,M5.5 V,-2.81,-0.017,0.016,,,,3050,-100,100,5.16,1.0868952,1.1813411,1.0977374,1.0200503,0.00069257,0.051470625,0.031525,0.065475,0.04927436,0.70289906,0.36128421,1.558439,227.685,197.51822,284.65405,257.13443,223.06579,321.47201,Terran,0.14,M,14.492898,14 29 34.4345,-62 40 34.2556,0.001548817,0.03234259,0.085760977,0.040965937,0.081306475,0.043450755,0.081306475,0.039538869,0.081306475,0.10625852,0.009222901,0.22755071,1,1,Warm,1,0.87393525,Centaurus,Cen,Centaur
TRAPPIST-1 e,0.69286505,-0.02224796,0.02224796,0.91922,-0.01121,0.01121,2017,2016-05,6.101013,-3.50E-05,3.50E-05,0.02925,-0.0025,0.0025,0.0051,-0.00058,0.00058,89.793,-0.048,0.048,108.37,-8.47,8.47,,,,0.191,-0.041,0.041,Transit,Mass,TRAPPIST-1,346.62639,-5.0434618,17.02,12.429889,-0.0187066,0.0187066,0.04,-0.08,0.08,0.09,0,0,0.12,0,0,,-3.257,-0.015,0.015,0.5,,,2566,-26,26,5.24,0.86818963,0.75375323,0.8199922,0.89205217,0.000574768,0.02925038,0.029100825,0.029399175,0.029250099,0.64677602,0.6402207,0.65341545,228.47108,227.89109,229.05631,258.02219,257.36717,258.68311,Terran,0.12,M,23.108427,23 06 30.3384,-05 02 36.4625,0.00055335,0.019437936,0.052571714,0.024620039,0.049840137,0.026122799,0.049840137,0.023759776,0.049840137,0.063513167,0.003648381,0.14282382,1,1,Warm,1,0.84543715,Aquarius,Aqr,Water Carrier
Kepler-442 b,2.3582838,,,1.3452,-0.2242,0.1121,2015,2015-02,112.3053,-0.0028,0.0024,0.409,-0.06,0.209,0.04,-0.04,0.08,89.94,-0.12,0.06,,,,,,,0.22,-0.22,0.29,Transit,M-R relationship,Kepler-442,285.3666,39.28007,15.322,365.965,-2.724,2.763,-0.37,-0.1,0.1,0.61,-0.03,0.03,0.6,-0.02,0.02,,-0.932,-0.064,0.081,2.9,-0.2,8.1,4402,-100,100,4.67,1.3240507,1.7531101,1.3032338,0.96880302,0.006164083,0.4093272,0.39264,0.42536,0.40908185,0.69968264,0.64637821,0.75859665,232.93771,228.43707,237.76484,263.06654,257.98378,268.51803,Terran,0.6,K,19.024441,19 01 27.9883,+39 16 48.2534,0.11694994,0.27437976,0.681005,0.34754488,0.64565142,0.36806174,0.64565142,0.33551618,0.64565142,0.92334451,0.16180872,0.36229954,1,1,Warm,1,0.83738758,Lyra,Lyr,Lyre
Kepler-705 b,5.085248,,,2.10748,-0.07847,0.10089,2016,2016-05,56.056054,-0.0002486,0.0002486,0.232,-0.0022,0.0037,0,,,89.99,-0.06,0.004,,,,,,,0.018,-0.018,0.105,Transit,M-R relationship,Kepler-705,289.50856,41.812023,16.331,276.881,-3.755,3.858,0.07,-0.069,0.073,0.53,-0.02,0.02,0.51,-0.02,0.01,,-1.385,-0.06,0.05,3.89,-2.16,5.21,3722,-32.88,29.96,4.75,1.5533679,2.412952,1.1449466,0.54327754,0.004931192,0.232,0.232,0.232,0.23200001,0.76563897,0.76563897,0.76563897,238.31475,238.31475,238.31475,269.13906,269.13906,269.13906,Superterran,0.51,M,19.300572,19 18 02.0583,+41 48 43.2842,0.041209752,0.16551654,0.42479802,0.20965159,0.40274115,0.22221095,0.40274115,0.20237835,0.40274115,0.54810501,0.048005431,0.3630572,1,1,Warm,2,0.73108231,Lyra,Lyr,Lyre
Kepler-1540 b,6.7697365,,,2.48862,-0.13452,0.19057,2016,2016-05,125.41312,-0.0004189,0.0004189,0.4426,,,0,,,89.82,,,,,,,,,0.0198,-0.0197,0.4976,Transit,M-R relationship,Kepler-1540,283.34456,41.201754,14.429,244.96,-0.896,0.903,0.1,-0.196,0.154,0.74,-0.04,0.03,0.69,-0.03,0.03,,-0.818,,,2.51,-1.1,5.32,4540,-88.2,69.37,4.63,1.6493263,2.7202773,1.0930866,0.43923405,0.009259267,0.4426,0.4426,0.4426,0.44260001,0.77620633,0.77620633,0.77620633,239.13283,239.13283,239.13283,270.06295,270.06295,270.06295,Superterran,0.69,K,18.889638,18 53 22.6969,+41 12 06.3158,0.15205475,0.31139034,0.76790814,0.39442425,0.72804395,0.41763818,0.72804395,0.38077542,0.72804395,1.0528434,0.21874266,0.37720812,1,1,Warm,2,0.68539388,Lyra,Lyr,Lyre
GJ 180 c,6.401056,-4.0999812,3.699518,2.41015,,,2014,2014-06,24.329,-0.066,0.052,0.129,-0.017,0.007,0.09,-0.09,0.2,,,,230,,,,,,,,,Radial Velocity,Msini,GJ 180,73.460097,-17.776194,10.914,11.9407,-0.0045,0.0045,,,,0.43,,,0.41,-0.01,0.01,M2 V,-1.886,,,,,,3371,,,4.81,1.6296854,2.6558745,1.101954,0.45721388,0.002888533,0.12952245,0.11739,0.14061,0.12913096,0.7844886,0.65760875,0.94349107,239.40307,229.42292,251.08997,270.36815,259.09714,283.56666,Superterran,0.41,M,4.8973401,04 53 50.4242,-17 46 34.2984,0.013001696,0.093401973,0.24391761,0.11830664,0.23125068,0.12544284,0.23125068,0.11419407,0.23125068,0.30786745,0.024498181,0.34820949,1,1,Warm,2,0.69538523,Eridanus,Eri,River
Kepler-1652 b,3.17828,,,1.60303,-0.17936,0.17936,2017,2017-12,38.09722,-0.00021,0.00021,0.1654,-0.0075,0.0042,0,,,89.993,-0.143,0.004,,,,,,,0.011,-0.011,0.233,Transit,M-R relationship,Kepler-1652,294.36603,49.915022,16.86,252,-30,32,-0.3,-0.12,0.12,0.4,-0.05,0.04,0.38,-0.04,0.04,,-1.638,-0.122,0.093,3.2,-0.8,0.7,3638,-51,51,4.88,1.4080733,1.9826703,1.2368267,0.77155556,0.0033014,0.1654,0.1654,0.1654,0.1654,0.84125758,0.84125758,0.84125758,243.99288,243.99288,243.99288,275.55162,275.55162,275.55162,Superterran,0.38,M,19.624403,19 37 27.8512,+49 54 54.0788,0.023014418,0.1238502,0.31919782,0.15687465,0.30262351,0.16628845,0.30262351,0.15142994,0.30262351,0.40960361,0.037833615,0.3199655,1,1,Warm,2,0.82521244,Cygnus,Cyg,Swan
